"before","after"
"Les conditions défavorables faites aux métayers favorisent la création de syndicats ruraux, entre 1904 et 1911 (troisième département en France, après l’Hérault et les Landes).","les conditions défavorables faites aux métayers favorisent la création de syndicats ruraux , entre dix-neuf cent quatre et dix-neuf cent onze troisième département en France , après l' Hérault et les Landes . "
"Cette nature préservée abrite également une multitude de châteaux (plus de 500), d'églises romanes et de belles demeures, hérités pour beaucoup du temps des Bourbons.","cette nature préservée abrite également une multitude de châteaux plus de cinq cents , d' églises romanes et de belles demeures , hérités pour beaucoup du temps des Bourbons . "
"==== Résidences secondaires ====En 2008 le département comptait 7,5 % de résidences secondaires.","gale gale gale gale Résidences secondaires gale gale gale gale En deux mille huit le département comptait sept virgule cinq pour cents de résidences secondaires . "
"Ce tableau indique les principales communes de l’Allier dont les résidences secondaires et occasionnelles dépassent 10 % des logements totaux.","ce tableau indique les principales communes de l' Allier dont les résidences secondaires et occasionnelles dépassent dix pour cents des logements totaux . "
"Le département a attiré de nombreux étrangers, Britanniques, Belges, Suisses et Néerlandais.","le département a attiré de nombreux étrangers , britanniques , belges , suisses et néerlandais . "
"On retrouve ainsi de nombreuses communes devenues « européennes », comme Pouzy-Mésangy qui accueille aujourd’hui des résidents Britanniques et Suisses.","on retrouve ainsi de nombreuses communes devenues européennes , comme Pouzy-Mésangy qui accueille aujourd'hui des résidents britanniques et suisses . "
"Certains considèrent les parlers du croissant comme un dialecte occitan à part entière et utilisent le terme de marchois.","certains considèrent les parlers du croissant comme un dialecte occitan à part entière et utilisent le terme de marchois . "
"Les Alpes-de-Haute-Provence ( ) sont un département français de la région Provence-Alpes-Côte d'Azur.","les Alpes-de-Haute-Provence sont un département français de la région Provence-Alpes-Côte d' Azur . "
"== Gentilé ==Ses habitants se nomment les ""Bas-Alpins"" (""Bas-Alpines"" au féminin), en référence au nom de Basses-Alpes que portait le département jusqu'au 13 avril 1970.","gale gale gentilé gale gale Ses habitants se nomment les "" Bas-Alpins "" "" Bas-Alpines "" au féminin , en référence au nom de Basses-Alpes que portait le département jusqu' au treize avril mille neuf cent soixante-dix . "
"== Géographie ==Limitrophe de l'Italie, le département des Alpes-de-Haute-Provence est entouré par les départements des Alpes-Maritimes, du Var, de Vaucluse, de la Drôme et des Hautes-Alpes.","gale gale Géographie gale gale Limitrophe de l' Italie , le département des Alpes-de-Haute-Provence est entouré par les départements des Alpes-Maritimes , du Var , de Vaucluse , de la Drôme et des Hautes-Alpes . "
"Il peut être divisé en trois zones en fonction du relief, du climat, du peuplement et de l'économie :* les plateaux, collines et vallées de Haute-Provence, qui regroupent un tiers de la surface mais deux tiers de la population, la quasi-totalité de l'activité économique en dehors du tourisme de montagne et les villes les plus importantes du département.","il peut être divisé en trois zones en fonction du relief , du climat , du peuplement et de l' économie les plateaux , collines et vallées de Haute-Provence , qui regroupent un tiers de la surface mais deux tiers de la population , la quasi -totalité de l' activité économique en dehors du tourisme de montagne et les villes les plus importantes du département . "
"La vallée de la Durance, artère du département, coupe cette zone en deux moitiés ;* les Préalpes, zone de montagne intermédiaire aux vallées encaissées et aux villages très enclavés ;* les Grandes Alpes, qui regroupent là les vallées de l'Ubaye, de la Blanche et du haut Verdon (en amont de Colmars-les-Alpes), où l'économie s'est reconstruite autour du tourisme de montagne (stations de ski).","la vallée de la Durance , artère du département , coupe cette zone en deux moitiés , les Préalpes , zone de montagne intermédiaire aux vallées encaissées et aux villages très enclavés , les Grandes Alpes , qui regroupent là les vallées de l' Ubaye , de la Blanche et du haut Verdon en amont de Colmars-les-Alpes , où l' économie s' est reconstruite autour du tourisme de montagne stations de ski . "
"Dans cette partie du département se trouve une des routes les plus élevées d'Europe : la route départementale D64 atteint l'altitude de au-dessus du col de la Bonette () et relie le pays de Barcelonnette à la Tinée et à la Vésubie.","dans cette partie du département se trouve une des routes les plus élevées d' Europe la route départementale D.64 atteint l' altitude de au-dessus du col de la Bonette et relie le pays de Barcelonnette à la Tinée et à la Vésubie . "
"Le relief compartimente la région : les vallées encaissées sont difficiles d'accès, divisant le pays en autant de terroirs ne communiquant que très peu avec l’extérieur.","le relief compartimente la région les vallées encaissées sont difficiles d' accès , divisant le pays en autant de terroirs ne communiquant que très peu avec l' extérieur . "
"En 1877, 55 communes n’avaient pour seul accès que des sentiers ou des chemins muletiers.","en mille huit cent soixante-dix-sept , cinquante-cinq communes n' avaient pour seul accès que des sentiers ou des chemins muletiers . "
"L'aléa sismique est modéré (zone 3) à moyen (zone 4), différentes failles comme celle de la Durance étant situées dans le département.","l' aléa sismique est modéré zone trois à moyen zone quatre , différentes failles comme celle de la Durance étant situées dans le département . "
"Les villes de plus de habitants sont Manosque, Digne-les-Bains, Sisteron et Château-Arnoux-Saint-Auban.","les villes de plus de habitants sont Manosque , Digne-les-Bains , Sisteron et Château-Arnoux-Saint-Auban . "
"=== Hydrologie ===La rivière principale est la Durance, qui circule à l'ouest du département.","gale gale gale hydrologie gale gale gale La rivière principale est la Durance , qui circule à l' ouest du département . "
"C'est dans cette vallée qu'on trouve les axes de circulation les plus importants (autoroute A51, voie ferrée, nationale).","c' est dans cette vallée qu' on trouve les axes de circulation les plus importants autoroute A.51 , voie ferrée , nationale . "
"La quasi-totalité du département est dans le bassin versant de la Durance, à l'exception de l'extrême sud-est (cantons d'Annot et Entrevaux) draîné par le Var.","la quasi -totalité du département est dans le bassin versant de la Durance , à l' exception de l' extrême sud-est cantons d' Annot et Entrevaux drainé par le Var . "
"Ses principaux affluents dans le département sont l'Ubaye, la Bléone, l'Asse et le Verdon pour la rive gauche, le Buëch, le Jabron et le Largue pour la rive droite.","ses principaux affluents dans le département sont l' Ubaye , la Bléone , l' Asse et le Verdon pour la rive gauche , le Buëch , le Jabron et le Largue pour la rive droite . "
"La Durance et ses affluents ont un caractère torrentiel, avec une transition entre le régime nival des plus hautes vallées et le régime pluvial méditerranéen en moyenne montagne et plus bas.","la Durance et ses affluents ont un caractère torrentiel , avec une transition entre le régime nival des plus hautes vallées et le régime pluvial méditerranéen en moyenne montagne et plus bas . "
"Les étiages estivaux sont sévères et les crues violentes surviennent lorsque de fortes précipitations s'abattent, souvent en automne.","les étiages estivaux sont sévères et les crues violentes surviennent lorsque de fortes précipitations s' abattent , souvent en automne . "
"Entre les deux, les deux influences se mélangent dans la zone des Préalpes.","entre les deux , les deux influences se mélangent dans la zone des Préalpes . "
"=== Un peuplement peu dense et très inégal ===Le département des Alpes-de-Haute-Provence est l'un des moins densément peuplés de France, à peine plus de 20 habitants par km².","gale gale gale un peuplement peu dense et très inégal gale gale gale Le département des Alpes-de-Haute-Provence est l' un des moins densément peuplés de France , à peine plus de vingt habitants par km . "
"La population se concentre essentiellement dans les vallées de la Durance, de la Bléone (jusqu'à Digne) et sur les plateaux proches.","la population se concentre essentiellement dans les vallées de la Durance , de la Bléone jusqu' à Digne et sur les plateaux proches . "
"Le reste du département est très peu peuplé (moins de 10 habitants au km² sur la majeure partie du territoire).","le reste du département est très peu peuplé moins de dix habitants au km sur la majeure partie du territoire . "
"La moitié des communes a moins de 200 habitants, 17 communes en ont moins de 50, et de nombreux hameaux ont été abandonnés.","la moitié des communes a moins de deux cents habitants , dix-sept communes en ont moins de cinquante , et de nombreux hameaux ont été abandonnés. "
"Les villes sont petites : seules Digne-les-Bains et Manosque approchent ou dépassent les habitants.","les villes sont petites seules Digne-les-Bains et Manosque approchent ou dépassent les habitants . "
"Les arrondissements de Barcelonnette et de Castellane sont les deux arrondissements les moins peuplés de France, et les seuls de France avec moins de habitants.","les arrondissements de Barcelonnette et de Castellane sont les deux arrondissements les moins peuplés de France , et les seuls de France avec moins de habitants . "
"La ville de Castellane est également la plus petite sous-préfecture de France.","la ville de Castellane est également la plus petite sous-préfecture de France . "
